Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Storage Technology 1,Storage Technology 2,Storage Technology 3,Storage Technology 4,Nameplate Reactive Power Rating,Storage Enclosure Type,Arbitrage,Frequency Regulation,Load Following,Ramping / Spinning Reserve,Co-Located Renewable Firming,Transmission and Distribution Deferral,System Peak Shaving,Load Management,Voltage or Reactive Power Support,Backup Power,Excess Wind and Solar Generation,AC Coupled,DC Coupled,DC Tightly Coupled,Independent,Direct Support of Another Unit,Direct Support Plant ID 1,Direct Support Gen ID 1,Direct Support Plant ID 2,Direct Support Gen ID 2,Direct Support Plant ID 3,Direct Support Gen ID 3,Support T&D Asset
16609,San Diego Gas & Electric Co,64612,Kearny North Energy Storage,CA,San Diego,KNES,OP,Batteries,BA,Electric Utility,1,10,10,10,2,2022,40,10,10,LIB,,,,10,CS,PR,,Y,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
16609,San Diego Gas & Electric Co,64614,Kearny South Energy Storage,CA,San Diego,KSES,OP,Batteries,BA,Electric Utility,1,10,10,10,2,2022,40,10,10,LIB,,,,10,CS,PR,,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
64234,Kearsarge William Way LLC,64617,Kearsarge William Way,MA,Norfolk,BWBAT,OP,Batteries,BA,IPP Non-CHP,2,2.6,2.6,2.6,12,2021,9.5,2.6,2.6,LIB,,,,4.4,CS,,Y,,,,,Y,,,,PR,Y,,,,Y,64617,BWW, ,, ,,Y
64235,Kearsarge Haverhill LLC,64618,Kearsarge Haverhill,MA,Essex,HABAT,OP,Batteries,BA,IPP Non-CHP,2,2,2,2,3,2021,9,2,2,LIB,,,,2,CS,,Y,,,,,Y,,,,PR,Y,,,,Y,64618,HAV, ,, ,,Y
64236,Kearsarge Upper Union LLC,64619,Kearsarge Upper Union,MA,Norfolk,UUBAT,OP,Batteries,BA,IPP Non-CHP,2,0.8,0.8,0.8,3,2023,3.9,0.8,0.8,LIB,,,,0.5,CS,,,,,PR,,,,,,Y,Y,,,,Y,64619,FUU, ,, ,,N
64237,Kearsarge Montague BD LLC,64620,Kearsarge Montague BD(CSG),MA,Franklin,MBBAT,OP,Batteries,BA,IPP Non-CHP,2,1.3,1.3,1.3,11,2021,5.1,1.3,1.3,LIB,,,,1.3,CS,,Y,,,,,Y,,,,PR,Y,,,,Y,64620,MBD, ,, ,,Y
61944,MN8 Energy LLC,64624,Hudson - High Desert Hybrid,CA,San Bernardino,BESS1,OP,Batteries,BA,IPP Non-CHP,2,50,50,50,12,2021,50,50,50,LIB,,,,50,CS,,Y,,,PR,,,,,,Y,,Y,,,Y,64624,GEN1, ,, ,,N
64241,"Blodgett Street Solar 1, LLC",64627,Blodgett Solar CSG,MA,Middlesex,BLO,OP,Batteries,BA,IPP Non-CHP,2,5,5,5,8,2021,4.9,2.2,2.2,LIB,,,,2.3,CS,,,,,,,Y,,,,PR,Y,,,,Y,64627,BLD, ,, ,,Y
50123,"Leeward Asset Management, LLC",64630,"Rabbitbrush Solar, LLC",CA,Kern,RBBAT,OP,Batteries,BA,IPP Non-CHP,2,20,20,20,10,2022,50,20,20,LIB,,,,80,CS,,,,,PR,,,,,,Y,,,Y,,Y,64630,GEN01, ,, ,,N
3046,Duke Energy Progress - (NC),64640,Hot Springs Energy Storage & Microgrid,NC,Madison,ES1,OP,Batteries,BA,Electric Utility,1,4.4,4.4,4.4,7,2022,4.4,4.4,4.4,LIB,,,,3,CS,,Y,,,,,Y,,,Y,PR,,Y,,,Y,64640,PV1, ,, ,,Y
64258,"Clark Road Solar 1, LLC",64664,"Clark Road Solar 1, LLC",MA,Worcester,10605,OP,Batteries,BA,IPP Non-CHP,2,3.3,3.3,3.1,11,2021,3,3,3,LIB,,,,0,CS,,,,,Y,,,,,,PR,,Y,,,Y,64664,10604, ,, ,,N
64266,"Blue Jay Solar I, LLC",64672,"Blue Jay Solar I, LLC",TX,Grimes,BLUEJ,OP,Batteries,BA,IPP Non-CHP,2,51.6,51.6,51.6,6,2023,84.5,50,50,LIB,,,,81,CS,PR,Y,,,,,,,Y,,,,,,,N, ,, ,, ,,N
49893,Invenergy Services LLC,64686,Orangeville Storage,NY,Wyoming,65002,OP,Batteries,BA,IPP Non-CHP,2,24.7,20,20,10,2022,20,20,20,LIB,,,,6.8,OT,,Y,,,,,,,PR,,,,Y,,,Y, ,, ,, ,,Y
64273,"Angel Fire Energy Facility, LLC",64695,Angel Fire Energy Facility,NM,Colfax,BESS,OP,Batteries,BA,Electric Utility,1,3.7,3.7,3.7,7,2023,15,3.7,3.7,LIB,,,,2.5,CS,,,,,,,PR,Y,,,Y,Y,,,,Y,64695,TMEF1, ,, ,,Y
61012,AES Distributed Energy,64696,"Dunstable Solar 1, LLC",MA,Middlesex,DUBLN,OP,Batteries,BA,IPP Non-CHP,2,4.5,4.5,4.5,4,2021,20.2,4.5,4.5,LIB,,,,0.9,CS,,,,,,,Y,,,,PR,,,Y,,Y,64696,DUNST, ,, ,,N
64282,"LeConte Energy Storage, LLC",64701,LeConte Energy Storage,CA,Imperial,LCES,OP,Batteries,BA,IPP Non-CHP,2,125,125,125,9,2022,250,125,125,LIB,,,,53.6,CS,PR,Y,Y,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
64287,Terra-Gen Operating Co-BESS,64712,Sanborn BESS 1,CA,Kern,ESSB1,OP,Batteries,BA,IPP Non-CHP,2,100,100,100,9,2021,200,100,100,LIB,,,,67.6,CS,PR,,,,,,,,,,,,,,Y,N, ,, ,, ,,N
64287,Terra-Gen Operating Co-BESS,64713,Sanborn BESS 2,CA,Kern,ESSB2,OP,Batteries,BA,IPP Non-CHP,2,100,100,100,11,2021,400,100,100,LIB,,,,67.6,CS,PR,Y,,,,,,,,,,,,,Y,N, ,, ,, ,,N
61012,AES Distributed Energy,64719,Glenmere Lake,NY,Orange,BESS,OP,Batteries,BA,IPP Non-CHP,2,2,2,2,6,2021,7.5,2,2,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,64719,GLNMR, ,, ,,N
61012,AES Distributed Energy,64726,West Haydenville PJ Community Solar,MA,Hampshire,BESS,OP,Batteries,BA,IPP Non-CHP,2,3.6,3.6,3.6,9,2022,8,3,3,LIB,,,,0.9,CT,,,,,,,Y,,,,PR,,,Y,,Y,64726,WHAYD, ,, ,,N
61012,AES Distributed Energy,64727,Brookwood Drive Community Solar,MA,Bristol,BESS,OP,Batteries,BA,IPP Non-CHP,2,3,3,3,8,2022,8,3,3,LIB,,,,0.9,OT,,,,,,,Y,,,,PR,,,Y,,Y,64727,BRKWD, ,, ,,N
64296,"Maple Street Solar 1, LLC",64731,Maple(CSG),MA,Norfolk,M2,OP,Batteries,BA,IPP Non-CHP,2,2.3,2.3,2.3,11,2021,4.8,2.2,2.2,OTH,,,,2.3,CS,,,,,,,,,,,PR,Y,,,,Y,64731,MAPLE, ,, ,,Y
64303,VESI 10 LLC,64743,Tierra Buena Energy Storage,CA,Sutter,TB1,OP,Batteries,BA,IPP Non-CHP,2,2.5,2.5,2.5,6,2022,2.5,2.5,2.5,LIB,,,,4.4,CS,PR,Y,,,,,,,,,,,,,Y,N, ,, ,, ,,N
64303,VESI 10 LLC,64743,Tierra Buena Energy Storage,CA,Sutter,TB2,OP,Batteries,BA,IPP Non-CHP,2,2.5,2.5,2.5,6,2022,2.5,2.5,2.5,LIB,,,,4.4,CS,PR,Y,,,,,,,,,,,,,Y,N, ,, ,, ,,N
6455,"Duke Energy Florida, LLC",64752,John Hopkins Middle School Microgrid,FL,Pinellas,ES1,OP,Batteries,BA,Electric Utility,1,2.5,2.5,2.5,11,2023,18,2.5,2.5,LIB,,,,3,CS,,,,,,,PR,,,Y,Y,,Y,,,Y,64752,PV1, ,, ,,N
61514,"Agilitas Energy, Inc.",64759,Old Middleboro Road Solar,MA,Plymouth,OLDBA,OP,Batteries,BA,IPP Non-CHP,2,4.5,4.5,4.5,1,2023,13.4,4.5,4.5,LIB,,,,4.5,CS,PR,,,,,,,,,,Y,,Y,,,N, ,, ,, ,,N
61514,"Agilitas Energy, Inc.",64760,Ocean State BTM,RI,Providence,MESS,OP,Batteries,BA,IPP Non-CHP,2,3,3,3,6,2022,10,3,0.1,LIB,,,,5,CS,Y,Y,,Y,,,PR,,,,,,,,Y,N, ,, ,, ,,N
61514,"Agilitas Energy, Inc.",64763,Rumford ESS,ME,Oxford,RUM,OP,Batteries,BA,IPP Non-CHP,2,4.9,4.9,4.9,6,2021,10,4.9,4.9,LIB,,,,4.9,CS,Y,PR,Y,,,,Y,,,,,,,,Y,N, ,, ,, ,,N
61514,"Agilitas Energy, Inc.",64764,Madison BTM,ME,Somerset,MBTM,OP,Batteries,BA,IPP Non-CHP,2,1.5,1.5,1.5,1,2020,3.1,1.5,1.5,LIB,,,,3.1,CS,Y,Y,Y,,,,PR,,,,,,,,Y,N, ,, ,, ,,N
61514,"Agilitas Energy, Inc.",64765,Madison ESS,ME,Somerset,MESS,OP,Batteries,BA,IPP Non-CHP,2,4.9,4.9,4.9,6,2019,10,4.9,4.9,LIB,,,,5,CS,Y,PR,Y,,,,Y,,,,,,,,Y,N, ,, ,, ,,N
60868,Redwood Coast Energy Authority,64766,Redwood Coast Airport Microgrid,CA,Humboldt,RCAM2,OP,Batteries,BA,Electric Utility,1,2.2,1.8,1.8,12,2021,8.8,1.5,1.8,LIB,,,,2.3,CS,Y,,,,Y,,,,,Y,PR,,Y,,,Y,64766,RCAM1, ,, ,,Y
64339,"VESI Upton County BESS, LLC",64811,Upton County BESS,TX,Upton,UPT1,OP,Batteries,BA,IPP Non-CHP,2,24.8,24.8,24.8,6,2023,25,24.8,24.8,LIB,,,,25,CS,,Y,,PR,,,,,,,,,,,Y,N, ,, ,, ,,N
64364,Daggett Solar Power 2 LLC,64851,Daggett 2,CA,San Bernardino,DAGGB,OP,Batteries,BA,IPP Non-CHP,2,131,131,131,12,2023,4.6,2.3,2.3,LIB,,,,2.3,CS,,,,,,,,,,,PR,Y,,,,Y,64851,DAGGB,64851,DAGGP, ,,Y
64365,Daggett Solar Power 3 LLC,64852,Daggett 3,CA,San Bernardino,DAGGB,OP,Batteries,BA,IPP Non-CHP,2,149,149,149,7,2023,4.6,2.3,2.3,LIB,,,,2.3,CS,,,,,,,,,,,PR,Y,,,,Y,64852,DAGGP, ,, ,,Y
64381,"276FED WHAM8 Solar, LLC",64875,276 Federal Rd(CSG),MA,Plymouth,276FB,OP,Batteries,BA,IPP Non-CHP,2,3.3,3.3,3.3,11,2021,6.9,3.3,3.3,LIB,,,,1,CS,,,,,,,,,,,PR,Y,,,,Y,64875,276FP, ,, ,,Y
64380,"0HAM WHAM8 Solar, LLC",64876,0 Hammond St CSG,MA,Plymouth,OHAMB,OP,Batteries,BA,IPP Non-CHP,2,5,5,5,10,2021,4.9,2.2,2.2,LIB,,,,2.3,CS,,,,,,,Y,,,,PR,Y,,,,Y,64876,OHAMP, ,, ,,N
64366,Terra-Gen Operating Co-Hybrid,64877,Edwards Sanborn E3,CA,Kern,BESS,OP,Batteries,BA,IPP Non-CHP,2,11,11,11,12,2021,31.5,13.2,13.2,LIB,,,,8.3,CS,Y,Y,,,,,,,,,PR,Y,,,,Y,64877,PV, ,, ,,N
64366,Terra-Gen Operating Co-Hybrid,64878,Edwards Sanborn E1A,CA,Kern,BESS,OP,Batteries,BA,IPP Non-CHP,2,144,144,144,8,2022,272,130,130,LIB,,,,133.4,CS,Y,Y,,Y,,,,,,,PR,Y,,,,Y,64878,PV, ,, ,,N
64366,Terra-Gen Operating Co-Hybrid,64879,Edwards Sanborn E2,CA,Kern,BESS,OP,Batteries,BA,IPP Non-CHP,2,120,120,120,4,2022,250,122.8,122.8,LIB,,,,122.8,CS,Y,Y,,Y,,,,,,,PR,Y,,,,Y,64879,PV, ,, ,,N
5701,El Paso Electric Co,64881,NMSU Solar and Storage,NM,Dona Ana,NMSUB,OP,Batteries,BA,Electric Utility,1,1,1,1,5,2022,4,1,1,LIB,,,,1,CS,,,,,Y,,Y,,,,PR,Y,,,,Y,64881,NMSUB, ,, ,,N
64400,Flower Valley,64915,Flower Valley I,TX,Reeves,FLRV1,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,5,2021,19.8,9.9,9.9,LIB,,,,6.6,CS,PR,Y,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
64401,Swoose,64916,Swoose I,TX,Ward,SWOO1,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,7,2021,19.8,9.9,9.9,LIB,,,,6.6,CS,PR,Y,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
64402,Triple Butte,64917,Triple Butte I,TX,Pecos,TRBT1,OP,Batteries,BA,IPP Non-CHP,2,7.5,7.5,7.5,7,2021,15,7.5,7.5,LIB,,,,3.7,CS,PR,Y,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
63522,"Johanna Energy Center, LLC",64921,Santa Ana Storage 2,CA,Orange,SAP2,OP,Batteries,BA,IPP Non-CHP,2,20,20,20,6,2022,80,20,20,LIB,,,,7,CS,Y,Y,Y,Y,,,,,,,PR,,,,Y,N, ,, ,, ,,N
64366,Terra-Gen Operating Co-Hybrid,64928,Edwards Sanborn S3,CA,Kern,BESS,OP,Batteries,BA,IPP Non-CHP,2,33,33,33,7,2022,70,35.1,35.1,LIB,,,,35.1,CS,Y,Y,,Y,,,,,,,PR,Y,,,,Y,64928,PV, ,, ,,N
64366,Terra-Gen Operating Co-Hybrid,64929,Edwards Sanborn S1,CA,Kern,BESS,OP,Batteries,BA,IPP Non-CHP,2,40,40,40,7,2022,83.5,42.1,42.1,LIB,,,,42.1,CS,Y,Y,,Y,,,,,,,PR,Y,,,,Y,64929,PV, ,, ,,N
64417,"59FED WHAM8 Solar, LLC",64970,59 Federal Rd(CSG),MA,Plymouth,59FBA,OP,Batteries,BA,IPP Non-CHP,2,5,5,5,11,2021,20.5,5,5,LIB,,,,1,CS,,,,,,,,,,,PR,Y,,,,Y,64970,59FPV, ,, ,,Y
64427,UMass Boston,64980,UMass Boston,MA,Suffolk,BATT1,OP,Batteries,BA,Commercial Non-CHP,4,0.5,0.5,0.5,1,2021,2.1,0.5,0.5,LIB,,,,0.5,BL,,,,,,,PR,Y,,,Y,Y,,,,Y,64980,SOL1,64980,SOL2, ,,N
64424,"Big Beau Solar, LLC  ",64993,"BigBeau Solar, LLC",CA,Kern,BB1BA,OP,Batteries,BA,IPP Non-CHP,2,22,22,22,12,2022,88,22,22,LIB,,,,7.2,CS,PR,,,,,,,,,,Y,,,,,N, ,, ,, ,,N
64424,"Big Beau Solar, LLC  ",64993,"BigBeau Solar, LLC",CA,Kern,BB2BA,OP,Batteries,BA,IPP Non-CHP,2,18,18,18,12,2022,72,18,18,LIB,,,,5.9,CS,PR,,,,,,,,,,Y,,,,,N, ,, ,, ,,N
65500,ASD Wallum MA Solar LLC,65015,ASD Wallum MA Solar LLC(CSG),MA,Worcester,WAL1B,OP,Batteries,BA,IPP Non-CHP,2,3.8,3.8,3.8,1,2022,12.8,3.8,3.8,LIB,,,,0.7,CS,,,,,Y,,PR,,,,Y,,Y,,,Y,65015,WAL1, ,, ,,N
64438,"Enel Green Power Roseland Solar, LLC",65028,"Roseland Solar Project, LLC",TX,Falls,ROSEB,OP,Batteries,BA,IPP Non-CHP,2,51.8,51.8,51.8,7,2023,84.5,50,50,LIB,,,,80,CS,PR,Y,,,,,,,Y,,,,,,,N, ,, ,, ,,N
4254,Consumers Energy Co - (MI),65029,Bissell Solar and Battery Generator,MI,Kent,BISBP,OP,Batteries,BA,Electric Utility,1,0.3,0.3,0.3,10,2021,0.5,0.3,0.3,LIB,,,,0.1,BL,Y,,Y,,Y,Y,Y,Y,,,PR,,,,Y,N, ,, ,, ,,N
4226,Consolidated Edison Co-NY Inc,65035,Fox Hills Battery Station,NY,Richmond,ESSFH,OP,Batteries,BA,Electric Utility,1,7.5,7.5,7.5,9,2023,30,7.5,7.5,LIB,,,,7.5,CS,Y,,,Y,,,PR,,Y,,,,,,Y,N, ,, ,, ,,Y
5248,Dominion Energy Inc.,65044,Dry Bridge Storage,VA,Chesterfield,DBES,OP,Batteries,BA,Electric Utility,1,20,20,20,11,2023,80,20,20,LIB,,,,-1,CS,PR,,,,,,,,,,,,,,Y,N, ,, ,, ,,N
64459,"Blythe Mesa Solar II, LLC",65053,Blythe Mesa Solar II,CA,Riverside,BMSES,OP,Batteries,BA,IPP Non-CHP,2,112,112,112,12,2022,448,112,112,LIB,,,,36.8,CS,Y,,,,Y,,,,,,PR,Y,,,,Y,65053,IPBMS, ,, ,,N
64470,"71CFR WHAM8 Solar, LLC",65054,71 Charlotte Furnace Rd Hybrid(CSG),MA,Plymouth,71CBA,OP,Batteries,BA,IPP Non-CHP,2,1,1,1,12,2021,5.4,1,1,LIB,,,,0.3,CS,,,,,,,,,,,PR,Y,,,,Y,65054,71CPV, ,, ,,Y
64471,"77F2M WHAM8 Solar, LLC",65055,77 Farm to Market Rd Hybrid(CSG),MA,Plymouth,77FBA,OP,Batteries,BA,IPP Non-CHP,2,2.2,2.2,2.2,12,2021,4.8,2.2,2.2,LIB,,,,0.7,CS,,,,,,,,,,,PR,Y,,,,Y,65055,77FPV, ,, ,,Y
64472,"160TIH WHAM8 Solar, LLC",65056,160 Tihonet Rd Hybrid(CSG),MA,Plymouth,160BA,OP,Batteries,BA,IPP Non-CHP,2,3.3,3.3,3.3,12,2021,6.9,3.3,3.3,LIB,,,,1.1,CS,,,,,,,,,,,PR,Y,,,,Y,65056,160PV, ,, ,,Y
64473,"299F2M WHAM8 Solar, LLC",65057,299 Farm to Market Rd Hybrid(CSG),MA,Plymouth,299BA,OP,Batteries,BA,IPP Non-CHP,2,2.3,2.3,2.3,12,2021,4.9,2.2,2.2,LIB,,,,0.7,CS,,,,,,,,,,,PR,Y,,,,Y,65057,299PV, ,, ,,Y
64474,Waiawa Solar Power LLC,65058,Waiawa Solar Power Hybrid,HI,Honolulu,WAIBA,OP,Batteries,BA,IPP Non-CHP,2,36,36,36,1,2023,4.6,2.3,2.3,LIB,,,,2.3,CS,,,,,,,,,,,PR,Y,,,,Y,65058,WAIPV, ,, ,,Y
64486,"DG Nebraska Energy Storage, LLC",65098,South Sioux City Energy Storage,NE,Dakota,SSCES,OP,Batteries,BA,IPP Non-CHP,2,1.5,1.5,1.5,12,2020,3,1.5,1.5,LIB,,,,1.5,CS,,,,,PR,,Y,,,,,Y,,,,Y,60823,PV1, ,, ,,Y
64420,"196TRE WHAM8 Solar, LLC",65114,196 Tremont St(CSG),MA,Plymouth,196BA,OP,Batteries,BA,IPP Non-CHP,2,1.5,1.5,1.5,11,2021,8,1.5,1.5,LIB,,,,1,CS,,,,,,,,,,,PR,Y,,,,Y,65114,196PV, ,, ,,Y
65155,The Greater Light USA LLC,65132,University of the Pacific,CA,San Joaquin,BA1,OP,Batteries,BA,IPP Non-CHP,2,1,1,1,5,2022,2.2,1,1,LIB,,,,1,CS,,,,,,,Y,,,,Y,Y,,,,Y,65132,PV1, ,, ,,Y
64513,RE Crimson LLC,65140,Crimson,CA,Riverside,SWSH1,OP,Batteries,BA,IPP Non-CHP,2,200,200,200,10,2022,800,175,175,LIB,,,,5,CS,,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,N
64513,RE Crimson LLC,65140,Crimson,CA,Riverside,SWSH2,OP,Batteries,BA,IPP Non-CHP,2,150,150,150,10,2022,600,133,131,LIB,,,,5,CS,,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,N
56769,Consolidated Edison Development Inc.,65154,UMass PV Lot 22,MA,Hampshire,U22ES,OP,Batteries,BA,IPP Non-CHP,2,2,2,1.2,9,2022,4.3,1.1,0.9,LIB,,,,0.5,CS,,,,,,,PR,Y,,,,,,,Y,N, ,, ,, ,,N
64534,"Cranberry Highway Solar, LLC",65174,Cranberry Highway Solar LLC,MA,Plymouth,BA1,OP,Batteries,BA,IPP Non-CHP,2,2,2,2,3,2021,4.5,2,2,LIB,,,,0.7,CS,,PR,,,,,,Y,Y,,,,Y,,,Y,65174,PV1, ,, ,,N
61012,AES Distributed Energy,65217,South Goshen Community Solar,NY,Orange,BESS,OP,Batteries,BA,IPP Non-CHP,2,4.5,4.5,4.5,9,2021,17,4.5,4.5,LIB,,,,5,OT,,,,,,,Y,,,,PR,,,Y,,Y,65217,SGOSH, ,, ,,N
64560,"Charlemont MA, LLC",65242,Charlemont A,MA,Franklin,CMSB,OP,Batteries,BA,IPP Non-CHP,2,2.5,2.5,2.5,9,2021,3.8,1.5,1.5,LIB,,,,98,CS,,,,,,,Y,,,,PR,,Y,,,Y,65242,CMS, ,, ,,N
64564,Byrd Ranch Storage LLC,65259,Byrd Ranch Storage,TX,Brazoria,P1,OP,Batteries,BA,IPP Non-CHP,2,50,50,50,11,2022,50,50,50,LIB,,,,16.4,CS,Y,,,PR,,,,,Y,,,,,,Y,N, ,, ,, ,,N
64568,"BT Noble Solar, LLC",65271,Noble Solar,TX,Denton,NBSTG,OP,Batteries,BA,IPP Non-CHP,2,125,125,125,10,2022,125,125,125,LIB,,,,41.2,CS,Y,Y,,PR,,,,,Y,,Y,,,,,N, ,, ,, ,,N
64724,"Lincoln Solar Star, LLC",65382,Lincoln WWTF Hybrid,CA,Placer,ESS,OP,Batteries,BA,IPP Non-CHP,2,1,1,1,3,2022,2,1,1,LIB,,,,1,CS,,,,,,,,PR,,,Y,Y,,,,N,65382,PV, ,, ,,N
64754,Gilead Sciences Inc.,65408,Gilead Oceanside Solar Project,CA,San Diego,GOSSB,OP,Batteries,BA,IPP Non-CHP,2,0.7,0.7,0.7,12,2021,3,0.7,0.7,LIB,,,,1.1,CT,Y,PR,,,,,Y,,,,Y,Y,,,,Y,65408,GOSSP, ,, ,,N
64755,Gilead Sciences Inc. Foster City,65409,Gilead Foster City Solar Project,CA,San Mateo,GFCSB,OP,Batteries,BA,IPP Non-CHP,2,0.5,0.5,0.5,4,2021,0.9,0.5,0.5,LIB,,,,1.1,CT,,,,,,,PR,,,,Y,Y,,,,N,65409,GFCS1, ,, ,,N
57416,"Acciona Energy USA Global, LLC",65410,Cunningham Storage,TX,Hunt,SPUT,OP,Batteries,BA,IPP Non-CHP,2,190,190,190,8,2023,380,190,190,LIB,,,,62,CS,PR,Y,,Y,,,,,,,,,,,Y,N, ,, ,, ,,N
65173,United States Solar Corporation,65441,USS Itasca Clean Energy Solar LLC,MN,Itasca,ITCBT,OP,Batteries,BA,IPP Non-CHP,2,1,1,1,8,2022,3,1,1,LIB,,,,1,CS,,,,,,,,PR,,Y,Y,Y,,,,Y,65441,USSTC, ,, ,,Y
15477,Public Service Elec & Gas Co,65468,Highland Park Borough Solar,NJ,Middlesex,HPBA,OP,Batteries,BA,Electric Utility,1,0.6,0.6,0.6,11,2019,2.1,0.5,0.5,LIB,,,,0.6,BL,,Y,,,Y,,Y,,PR,,,,,,,N, ,, ,, ,,N
64785,Sealed Air Corporation,65469,Sealed Air Madera Solar Project,CA,Madera,SAMBA,OP,Batteries,BA,Industrial Non-CHP,6,0.8,0.8,0.8,5,2022,3.1,0.8,0.8,LIB,,,,0,CS,,,,,,,,,,,PR,,Y,,,Y,65469,SAMSP, ,, ,,N
13407,Nevada Power Co,65472,Chukar Battery Energy Storage System,NV,Storey,CHUK1,OP,Batteries,BA,Electric Utility,1,10,10,10,7,2021,40,10,10,LIB,,,,3.3,CS,,,,,,,Y,PR,,,Y,,,,Y,N, ,, ,, ,,Y
64809,Doc Brown LLC,65499,Danville BESS 1,VA,Danville City,90909,OP,Batteries,BA,IPP Non-CHP,2,10.5,10.5,10.5,11,2022,24.6,10.5,10.5,LIB,,,,10.5,CS,Y,Y,,,,,PR,,,,,,,,Y,N, ,, ,, ,,N
20856,Wisconsin Power & Light Co,65530,Portage Industrial Battery,WI,Columbia,BESS1,OP,Batteries,BA,Electric Utility,1,5,5,5,8,2022,10,5,5,LIB,,,,5,CS,PR,,,,,,,,,,,,,,Y,N, ,, ,, ,,N
9417,Interstate Power and Light Co,65531,Deer Run Battery,IA,Linn,BESS1,OP,Batteries,BA,Electric Utility,1,5,5,5,1,2023,10,1,1,LIB,LIB,,,1,CS,,PR,,,,,,,,,,,,,Y,N, ,, ,, ,,Y
64846,"Google, Inc.",65568,Google Moffett Park Solar Project,CA,Santa Clara,GMSPB,OP,Batteries,BA,IPP Non-CHP,2,0.6,0.6,0.6,3,2021,1.1,0.6,0.6,LIB,,,,0.8,CS,,,,,,,,,,,PR,,Y,,,Y,65568,GMSP1,65568,GMSP2, ,,N
64845,"Gilead Sciences, Inc. - La Verne",65569,Gilead Sciences La Verne Rooftop Solar,CA,Los Angeles,GSRBA,OP,Batteries,BA,IPP Non-CHP,2,1.1,1.1,1.1,7,2021,2.1,1.1,1.1,LIB,,,,1.1,CS,,,,,,,PR,,,,Y,Y,,,,N,65569,GSRSP, ,, ,,N
64878,West Valley-Mission Community College District,65570,West Valley Mission CCD Solar Project,CA,Santa Clara,WVMBA,OP,Batteries,BA,IPP Non-CHP,2,0.9,0.9,0.9,9,2022,2.1,0.9,0.9,LIB,,,,0,CS,,,,,,,Y,,,,Y,,,,,, ,, ,, ,,
64905,"Solar Star Coastal Pirate, LLC",65614,Orange Coast College PH2 Solar Project,CA,Orange,OCCBA,OP,Batteries,BA,IPP Non-CHP,2,2.1,2.1,2.1,5,2022,4,2,2,LIB,,,,1,CS,,,,,,,,PR,,,Y,Y,,,,N,65614,OCCSP, ,, ,,N
20856,Wisconsin Power & Light Co,65633,Boaz Microgrid Battery,WI,Richland,BESS1,OP,Batteries,BA,Electric Utility,1,3.6,0.4,0.4,8,2023,3,1,1,LIB,,,,3,CS,PR,,,,,,,,,,,,,,Y,N, ,, ,, ,,Y
64889,"Brockelman Road Solar 2, LLC",65650,Brockelman Road Solar 2,MA,Worcester,15447,OP,Batteries,BA,IPP Non-CHP,2,2,2,1.8,9,2021,1.7,1,1,LIB,,,,0,CT,,,,,Y,,,,,,PR,,Y,,,Y,65650,15446, ,, ,,N
64938,"Faunce Corner Road Dartmouth Solar 1, LLC",65669,Faunce Corner Community Solar,MA,Bristol,FCBA,OP,Batteries,BA,IPP Non-CHP,2,1,1,1,7,2022,3.9,1,1,LIB,,,,2.3,CS,,,,,,,,,,,PR,Y,,,,Y,65669,FCPV, ,, ,,Y
64939,"Ventura Drive Dartmouth Solar 1, LLC",65670,Ventura,MA,Bristol,VTRBA,OP,Batteries,BA,IPP Non-CHP,2,1,1,1,6,2022,5,1,1,LIB,,,,2,CS,,,,,,,,,,,PR,Y,,,,Y,65670,VTRPV, ,, ,,Y
64287,Terra-Gen Operating Co-BESS,65672,Sanborn BESS 3,CA,Kern,BESS,OP,Batteries,BA,IPP Non-CHP,2,169,169,169,10,2023,676,169,169,LIB,,,,67.6,CS,PR,Y,,,,,,,,,,,,,Y,N, ,, ,, ,,N
64287,Terra-Gen Operating Co-BESS,65673,Sanborn BESS 4,CA,Kern,BESS,OP,Batteries,BA,IPP Non-CHP,2,47,47,47,11,2023,188,47,47,LIB,,,,67.6,CS,PR,Y,,,,,,,,,,,,,Y,N, ,, ,, ,,N
64366,Terra-Gen Operating Co-Hybrid,65674,Edwards Sanborn E1B,CA,Kern,BESS,OP,Batteries,BA,IPP Non-CHP,2,136,136,136,11,2023,136,136,136,LIB,,,,67.6,CS,Y,Y,,,,,,,,,PR,Y,,,,Y,65674,PV, ,, ,,N
